Name,Price,Size,Age,Floors,Bedroom,City,Location,HouseType,Pattern,Tags,Environment,Url,CP_value
近六合夜市商圈.美麗島捷運站.高雄火車站,15000,15,50,1,0,高雄市,高雄市新興區民主橫路,透天厝,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b775229165354b,0
板橋電梯高樓可租補✨近商圈和室雅居✨全新裝潢車+管,33000,12,0.4,24,1,新北市,新北市板橋區板城路/高妍植3水璟苑,電梯大廈,1房1廳1衛 - 1室1陽台1廚房,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0d686c29149217d,0
中和民享街近環球購物、民享市場、捷運便利、可炊,9000,6,32,4,6,新北市,新北市中和區民享街,公寓,6房6衛,,"['有對外窗', '為邊間', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=07cb3920796538e,0
全新屋 屋主直租 三房二衛 平面車位 含機車,27000,44.13,0.5,2,3,新北市,新北市淡水區濱海路二段/佳昂新家,電梯大廈,3房2廳2衛 - 1陽台1廚房,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0e22b5283656442,0
美麗堡電梯華廈,32000,58,25,13,4,新北市,新北市五股區西雲路/美麗堡,電梯大廈,4房2廳2衛 - 2陽台2廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03f9f3291370103,0
臺南東區榮譽街雙人套房包網路第四台,5700,7.5,14.4,4,1,台南市,台南市東區榮譽街,透天厝,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0bed5322474255e,0
可租補｜大智國小｜火車站｜新時代百貨公司,26000,24.57,4,3,3,台中市,台中市東區大智路/寶睿新湛,電梯大廈,3房2廳2衛 - 2廚房,,"['有對外窗', '為邊間', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=01373b29073074c,0
❤️高詢問度❤️梧棲全新透天套房❤️含電梯,8000,5,1,4,1,台中市,台中市梧棲區港埠路一段,華廈,1房1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=06cc60270953417,0
民生萬吉2房2衛明亮樓寓,32000,31.28,8.1,7,2,台南市,台南市中西區民生路二段/民生萬吉,電梯大廈,2房2廳2衛 - 1陽台1廚房,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b191a289778414,0
Q3D04）三和國中【超值3房2廳】廚房★房皆有窗,19000,24,20,4,3,新北市,新北市三重區車路頭街,公寓,3房2廳1衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0fb805292833678,0
Q2D67）捷運菜寮【超值2房1廳】廚房★變頻冷氣,24500,11,20,5,2,新北市,新北市三重區大同北路,公寓,2房1廳1衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e3ad7292833382,0
G0H58）近捷運大橋頭【超值採光】可補助★有電梯,12500,5,20,3,1,台北市,台北市大同區迪化街二段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b24bb29283335e,0
R9A73）近輔仁大學【黃金店面】可營登★格局方正,40000,25,20,1,0,新北市,新北市新莊區公園一路,公寓,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e29f3292832990,0
溪州公園❤樹林站約400公尺3樓❤簡配設備❤可租補,28000,26,0,3,3,新北市,新北市板橋區溪崑二街,公寓,3房2廳1衛 - 2陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08975129283157e,0
L0N75）捷運南勢角【超值租案】租屋補助★可養寵,10000,6,20,3,1,新北市,新北市中和區景新街,公寓,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d343829283153b,0
O2J11）近實踐國小【秒殺2房】房皆有窗★附傢俱,25000,10,20,2,2,新北市,新北市板橋區國泰街,公寓,2房1廳1衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06ec3f29283009d,0
R0B93）捷運迴龍5分【超值大空間】補助★免爬梯,12000,8,20,1,1,新北市,新北市新莊區中正路,公寓,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=066c4a292830007,0
G0H40）台北車站2分【電梯】垃圾代收★大面採光,17000,6,20,6,1,台北市,台北市大同區華陰街,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0c71d0292828605,0
F0E83）捷運景美4分【電梯獨戶】獨洗★警衛管理,19000,13,20,9,1,台北市,台北市文山區景興路,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01da94292828351,0
H2E15）近捷運龍山寺站【超值2房2廳】房皆有窗,23500,18,20,3,2,台北市,台北市萬華區雅江街,公寓,2房2廳1衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f288e292828337,0
L9C47）遠東世紀廣場【黃金店面】可營登★可餐飲,45000,29,20,1,0,新北市,新北市中和區連城路,公寓,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b28b929282687d,0
東區雙租補✨可寵貓✨系統櫃✨近精武車站,10999,10,0,2,1,台中市,台中市東區力行路,電梯大廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0aca1c292826440,0
中區可租補✨台水電✨近一中台體✨可寵貓 陽台獨洗曬,9999,11,0,5,1,台中市,台中市中區臺灣大道一段,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0fda4729282603c,0
M0K15）捷運頂溪1分【超值租案】補助★變頻冷氣,15000,10,20,3,1,新北市,新北市永和區勵行街,公寓,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01e36829282595d,0
J0F47）東湖國小【超值】補助洽★採光★獨立衛浴,10000,5,20,5,1,台北市,台北市內湖區康樂街,公寓,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0933be292825930,0
北區可租補✨陽台獨洗曬✨近中華路夜市✨美房,9999,10,0,4,1,台中市,台中市北區篤行路,透天厝,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0f5fe529282586e,0
M0K15）捷運頂溪1分【超值大空間】補助★洗衣機,17000,14,20,3,1,新北市,新北市永和區勵行街,公寓,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a7f71292825844,0
一房一廳✨平面車位✨雙租補✨陽台獨洗✨衛浴開窗✨,10999,15,0,3,1,台中市,台中市龍井區遠東街,透天厝,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0fdb6d292825541,0
朝馬運動公園❤全新整理✨多間可選可租補,11499,12,0,3,1,台中市,台中市西屯區黎明路二段,透天厝,1房1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=028787281183597,0
稀有共生宅@陽台獨洗@可租補@可開伙,7800,8,0.1,3,1,台中市,台中市北區健行路,公寓,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=070791290909817,0
✨東區精武路✨有電梯✨可貓,13000,15,0,6,1,台中市,台中市東區精武路,華廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=04c70228566643c,0
近車站✨獨洗曬✨可租補✨流理台大空間✨系統櫃衛浴窗,10999,12,0,4,0,台中市,台中市東區南京路,透天厝,開放式格局,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=038abb270989150,0
近新光大遠百❤️全新系統裝潢❤️雙租補.室內機車位,11499,12,0.8,2,1,台中市,台中市西屯區四川西二街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b1eb7284283373,0
大空間養貓✨電梯陽台|管理員可代收|一中中國醫,13500,19,0,9,1,台中市,台中市北區五權路,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06b0f7285632940,0
管理員❤樓中樓❤租屋補助❤獨立洗衣機❤乾溼分離❤,12499,16,0,6,1,台中市,台中市北區綏遠路一段,透天厝,1房1廳1衛,,"['有對外窗', '樓中樓']",https://www.rakuya.com.tw/rent/rent_item?ehid=0622a3290131292,0
✨秒殺物件✨獨洗獨曬流理台✨住戶單純✨電梯套房✨,9499,16,0,2,1,台中市,台中市北區青島西街,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=047d2d290930219,0
✨東區長福路✨可寵物✨可租補,11500,15,0,3,1,台中市,台中市東區長福路,透天厝,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=05d7da285665202,0
新透天質感裝潢☆飲水機☆子母車☆可雙租補☆乾溼分離,15000,19,0.4,2,1,台中市,台中市西屯區長安路二段,透天厝,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a41b128030862c,0
獨洗曬 大空間 採光佳 免爬高,7400,8,0,3,0,台中市,台中市北區梅亭街,公寓,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0bac7f28742050c,0
可寵的家✨獨洗窗曬✨系統裝潢✨子母車✨機車好停,8299,10,0,3,0,台中市,台中市北區五順街,華廈,開放式格局,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=04ffa4278342962,0
租補可談✅近漢口路✅共洗窗曬✅多間可選請私,8500,12,0,3,1,台中市,台中市北區陜西東三街,電梯大廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=00cb0727819514f,0
可租補可貓⚡電梯套房⚡陽台獨洗⚡近中台大學,12999,15,0,2,1,台中市,台中市北屯區軍榮一街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0dc087282632969,0
1層1戶⭐大露臺⭐雙份租補⭐可小孩,7199,12.5,0,6,1,台中市,台中市北屯區天津路四段,公寓,1房1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=06f674275839255,0
可雙租補☆可貓☆機車位☆秘書☆陽台獨洗曬☆多公設,17000,17,1.3,5,1,台中市,台中市北區漢口路三段,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06ceb7278184785,0
可租補⚡有電梯⚡陽台獨洗曬⚡飲水機⚡子母車⚡機車位,12300,10,0,3,0,台中市,台中市北區自強街,透天厝,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=03308e26824443d,0
你就是我的愛✨可雙租補✨透天電梯✨小資秒殺房✨,9500,9,0.1,2,0,台中市,台中市北區進化路,電梯大廈,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0ad2ee290668882,0
大空間❤電梯新屋✅大陽台獨洗✨流理台❤浴室開窗✨,13000,16,5.8,5,1,台中市,台中市西屯區何厝東二街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0172c2151637160,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
佳潔愉快-北區陽台獨洗套房,7800,10,0,4,1,台中市,台中市北區北興街,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0b06b6243916658,0
整棟商旅３０間套房,270000,343.96,0,7,30,台中市,台中市北區成功路,其他,30房1廳30衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=004456272867924,0
近一中體大美套房２－２,6500,4,0,2,1,台中市,台中市東區自強街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e33f4286256137,0
北屯金鑽◆可租補◆台水台電,16000,10,0,3,1,台中市,台中市北屯區三光巷/北屯金鑽大樓,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ac2272850467,0
新民高中 電梯套房 子母車 含第四台 網路 可租補,8500,6,0,3,1,台中市,台中市北區益華街,公寓,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0709e028014015d,0
北屯區高質感電梯兩房☀️禁寵,28000,16.13,3.3,10,2,台中市,台中市北屯區熱河路二段/合勤璞真,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fdc4b280992102,0
佳潔愉快-北屯可租補全新電梯套房,13500,8,0,7,1,台中市,台中市北屯區后庄七街,透天厝,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00abd1243917178,0
三民路三段★正一中商圈★獨洗曬,13000,10,0,8,1,台中市,台中市北區三民路三段,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6e7825796515e,0
輕奢時尚分租套房,19000,11.5,0,3,1,桃園市,桃園市桃園區慈光街/慈光街114號華廈,華廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd2ae280426644,0
金山路絕讚大五房,30000,74.21,0,3,5,台中市,台中市西區金山路,華廈,5房3廳4衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ded40280056779,0
近中國醫漂亮套房,8800,6.3,0,4,1,台中市,台中市北區梅川東路三段,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09c63328182855b,0
第二市場台水台電陽台木地板獨立套房,8866,12.54,30,6,1,台中市,台中市中區臺灣大道一段/大都會大廈,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07848d291799871,0
可租補秒殺出租近火車站溫馨兩房,16000,20,27.1,20,2,桃園市,桃園市桃園區三民路三段/富甲天下,電梯大廈,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0958db28909655a,0
逢甲 獨洗曬大套房 家具齊全 可租補 附機車位,13000,8,0,10,1,台中市,台中市西屯區至善路/新人類,電梯大廈,1房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0eee92286210819,0
北屯十期大坪數豪宅,42000,54.96,13.5,2,3,台中市,台中市北屯區景賢二路,華廈,3房2廳3衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=020a88278093288,0
忠孝國小旁套房附新家電Ｂ,12500,5,0,3,1,台中市,台中市西區大明街,其他,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09de0528107809f,0
西區近勤美電梯套房獨洗曬,12000,5,0,6,1,台中市,台中市西區民權路,其他,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06cefb290606525,0
教育大學電梯套房,8500,13.08,28,21,1,台中市,台中市中區民權路,電梯大廈,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0097ab290932835,0
世界之心◆小豪宅兩房平車,29000,25,0,10,2,台中市,台中市北屯區文心路三段,電梯大廈,2房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad35f282048952,0
