ID,Name,Price,Size,Age,Floor,Location,Tags
0dafa4285409886,湖綠歐庭院花園別墅,93600000,55.63,23.3,4.0,台北市,"有庭院,裝潢美宅,近公園,近公車站,近學區"
066db0286948591,獨家專賣❤️ 三民泳池旁3房❤️21世紀阿偉,31880000,28.83,51.0,2.0,台北市,近公園
06769d285943149,北市水源稀有透天厝,48000000,27.49,63.3,3.0,台北市,"廁所開窗,宜收租,近公園"
0e16a928714973b,❤️西門町商三土地透天店❤️大師房屋,168000000,104.92,48.0,5.0,台北市,
040711287053498,【小巢】中山國小捷運三房－品均,23100000,21.68,48.0,4.0,台北市,
038222287040049,松山新城乙標⭐綠蔭2房+抽籤車位⭐,35000000,17.98,23.7,1.0,台北市,"平面車位,免爬樓梯"
0f62ba286121843,［透天］北市稀有百坪別墅,44500000,63.02,40.3,3.0,台北市,"有庭院,近捷運,近商圈"
035cb9286336767,愛眉山莊藍天綠景好宅｜住商大維用心為您,14660000,10.43,21.0,5.0,台北市,
09402828686810e,忠孝東四段面寬一樓店辦@@@@@@@@,55800000,25.51,43.0,1.0,台北市,"邊間,免爬樓梯,近商圈"
06b9b928697816e,益大元墅優質大三房,48880000,28.89,12.4,3.0,台北市,"三面採光,前後陽台,平面車位,邊間"
087162285352624,敦南逸園邊間四房坡平車位,51880000,31.82,34.6,6.0,台北市,"三面採光,平面車位,邊間"
0426ec286519399,華固文臨高樓三房車,69880000,33.16,0.1,11.0,台北市,"廁所開窗,平面車位,採光佳,邊間,高樓層,格局方正,重劃區"
04caf9286359014,⭐潘安推薦⭐常殷泊美奇岩綠地精裝美宅,34000000,15.96,2.0,6.0,台北市,"平面車位,採光佳,裝潢美宅,近公園"
01b5c2286948432,獨家專賣❤️杭州南電梯一層一戶❤️21世紀阿偉,69880000,56.12,45.9,6.0,台北市,"一層一戶,次頂樓,格局方正"
0cec78285580143,林森北路精裝2室,13880000,11.24,42.5,6.0,台北市,裝潢美宅
0435ae285410192,昇陽頂級商辦雙車位,108890000,53.3,16.4,5.0,台北市,"平面車位,雙車位,邊間,裝潢美宅,近商圈"
06f79e287067511,⭐❤️民生日月高樓景觀3房+車位⭐❤️21世紀,45600000,18.47,6.2,10.0,台北市,"景觀宅,高樓層"
0f429f286569722,信義挑高明亮玻璃屋,112000000,23.39,24.1,1.0,台北市,"廁所開窗,平面車位,景觀宅,免爬樓梯,裝潢美宅,快速道路"
0f4ada286889074,中山長安金元寶大廈,26200000,20.68,45.0,7.0,台北市,
0e418e285672003,新北投悠靜2房,7880000,20.66,43.5,4.0,台北市,"前後陽台,近公車站,近商圈"
0d2450286335229,港墘站⭕欣揚爵邑⭕電梯大樓含車位,24470000,41.82,34.0,4.0,台北市,平面車位
0e1b88286730099,中正區黃金三樓美寓,9000000,7.26,57.6,3.0,台北市,"近公園,格局方正"
07ea74286476649,博愛路二房車 中信房屋賴輝榮,49800000,22.31,9.1,8.0,台北市,"採光佳,裝潢美宅,格局方正,近商圈"
0b840d286480926,經貿重劃區大陽台泳池社區全新豪宅庭院戶,138000000,48.49,10.0,1.0,台北市,"平面車位,免爬樓梯,有庭院,重劃區"
0caeb828648329c,東區三角窗透天店面,350000000,53.46,14.4,3.0,台北市,邊間
05d6f928594113b,櫻花樹景絕美裝潢聽濤美宅,32880000,36.67,43.6,2.0,台北市,"平面車位,裝潢美宅,近學區"
05fb86287067298,民生社區⭐三民路漂亮一樓⭐21世紀,39980000,32.5,51.3,1.0,台北市,免爬樓梯
0ea94728453657b,政大學區康橋美別墅,45880000,40.51,26.6,,台北市,"平面車位,邊間,近學區,重劃區"
01b83d286417577,世紀花園廣場精緻美屋,55000000,30.69,38.8,2.0,台北市,"前後陽台,採光佳,裝潢美宅,格局方正,大面寬,近商圈"
0c63c3285229513,琢豐兩房附車位I,72500000,23.39,3.2,10.0,台北市,
031dc328641698d,台北晶麒鋼骨美宅,15280000,8.84,8.7,6.0,台北市,"房間皆有窗,裝潢美宅,近捷運,近公園,近商圈"
02f8ad283441299,民權東路一二樓黃金店面,99000000,56.31,60.4,2.0,台北市,"採光佳,邊間,宜收租"
010dfa285232195,雙敦學區黃金住辦,29880000,20.59,45.8,6.0,台北市,近學區
0588af28516127e,十泉十美公園美景大戶【(02)28955666富邦房地產】#中央北路一段96號,26000000,14.59,15.3,17.0,台北市,"平面車位,採光佳,高樓層,格局方正"
06b8e428570123e,奇岩MAX豐璟頂級樓中樓悠景獨享,76450000,57.83,9.4,5.0,台北市,景觀宅
0e1fef28638387a,媛媛推薦  三民路我最便宜三房,24300000,25.61,54.0,4.0,台北市,
0bb619286949591,雙城❤️中山國小捷運1+1房❤️21世紀阿偉,11980000,8.99,49.2,4.0,台北市,"裝潢美宅,近捷運"
0e62b9286570383,民權首富全新２房加車位,36880000,15.86,0.8,3.0,台北市,"房間皆有窗,裝潢美宅,近捷運,格局方正"
01b580286392278,媛媛推薦  介壽學區樹海電梯5房,66360000,52.66,46.0,5.0,台北市,近學區
0f92e528715043e,價降囉❤️宏普頤和高樓雙主臥三房車❤️大師房屋,150000000,52.06,1.0,18.0,台北市,"平面車位,雙主臥,高樓層"
0f0fbc28585872d,士東2樓邊間3面採光,29980000,36.4,43.4,2.0,台北市,"三面採光,邊間,無暗房"
0fa370286231699,北門捷運電梯露台戶含車,36000000,17.98,16.0,2.0,台北市,"有露臺,平面車位,近商圈"
0addec283607068,松山☀️正饒河人潮金店面☀️21小綠,68800000,18.83,9.6,1.0,台北市,"免爬樓梯,格局方正,近商圈,近捷運,宜收租"
05f3d1286522411,延三夜市靜巷邊間美宅,14880000,18.7,38.3,4.0,台北市,"採光佳,邊間,一層一戶,三面採光"
009fd5286515942,天墅頂樓厝王景觀極品,188000000,76.48,18.0,23.0,台北市,"平面車位,景觀宅"
09a695285788934,收租置產首選投報5.4%,16980000,29.13,43.9,5.0,台北市,"宜收租,近商圈"
0de73c28678693a,忠孝敦化捷運商辦,18500000,12.87,40.1,9.0,台北市,近學區
0bedd228549367b,＆忠孝復興高樓二房,24980000,17.74,43.2,12.0,台北市,"採光佳,邊間,高樓層,近商圈"
00e094286086384,中山國小捷運美套,8200000,6.14,44.0,2.0,台北市,格局方正
0e1a73286518777,西湖285巷黃金店面,49800000,27.18,43.7,1.0,台北市,"免爬樓梯,格局方正"
09b38a285338356,台北市中山HI-LIFE低總小豪宅,18500000,12.32,21.0,2.0,台北市,
08a9ab28710746a,行天宮捷運5＋6收租公寓套房,46000000,41.75,51.9,6.0,台北市,宜收租
0549d428628296e,捷運民權西景觀辦公附車位,41880000,33.98,33.1,11.0,台北市,"平面車位,景觀宅,邊間,高樓層,格局方正"
02a0c7286416956,政大一樓綠意庭院戶＋車位,18880000,9.84,14.3,1.0,台北市,"三面採光,免爬樓梯,有庭院"
0dd0f4285989348,近101捷運莊敬商圈電梯3房,31450000,26.31,46.6,2.0,台北市,"近商圈,近捷運,近公園,天然瓦斯"
087f6528692584d,忠孝界１＋１房庭院雙車位,26800000,10.37,11.1,1.0,台北市,"雙車位,免爬樓梯,有庭院,裝潢美宅,近捷運,近商圈"
0a8329286775399,【住商沛葳】古亭捷運低總價電梯3房★價格我來談,24300000,24.38,41.0,5.0,台北市,"採光佳,格局方正,近商圈"
0d440a28692740f,靜心雅舍,6880000,5.07,31.0,4.0,台北市,"裝潢美宅,近公園,近學區,近商圈"
01133628707568c,中山國小捷運三房,23100000,21.68,48.2,4.0,台北市,"裝潢美宅,格局方正,近商圈"
07ff60285941287,政大成家兼置產房貸好幫手,15980000,17.06,41.0,5.0,台北市,"三面採光,邊間,宜收租,裝潢美宅,近學區"
04c55028580188b,【圓璽秉彝】新北投捷運電梯採光2房,16800000,15.19,29.0,3.0,台北市,格局方正
05769428628212e,東騰元町景觀。１１樓,20000000,12.91,0.0,11.0,台北市,"房間皆有窗,景觀宅,高樓層,格局方正,近商圈"
03f677287065198,專任❤️興洋科比邑最美大樓✨✎ 21世紀詩語,48980000,47.8,10.4,7.0,台北市,"雙車位,採光佳,高樓層"
06f135287030522,夢想成家。精美電梯兩房,29880000,15.03,13.0,7.0,台北市,"裝潢美宅,格局方正"
09478f286417210,芝山捷運靜巷首購好宅,28880000,28.57,49.8,2.0,台北市,格局方正
0d21a528605061e,西門捷運景觀套房,13880000,6.63,20.1,11.0,台北市,"景觀宅,宜收租,裝潢美宅,近捷運,近公園,格局方正,近商圈"
0d2f94286519684,大巨蛋稀有透天店面,138000000,51.18,57.7,3.0,台北市,"獨棟,宜收租,近捷運,近商圈"
0a251828594110e,日健闊高樓豪美景色,36800000,24.26,0.1,11.0,台北市,"廁所開窗,房間皆有窗,平面車位,採光佳,景觀宅,邊間,高樓層,近交流道"
0a1119285640490,白色康寧公寓頂加,29800000,30.43,37.6,5.0,台北市,"前後陽台,雙衛浴,採光佳,永久棟距,無暗房,格局方正"
02a95f285503052, 買屋找廷緯❤️萬芳醫院電梯五房露臺戶,36880000,41.87,41.8,7.0,台北市,有露臺
0c81ff287039946,⭐獨家好屋⭐復北邊間景觀美屋⭐優質服務,23800000,26.52,44.2,5.0,台北市,"景觀宅,邊間"
03bcf2286949686,松山新城乙標❤️綠蔭2房+抽籤車位❤️21阿偉,35000000,17.98,23.7,1.0,台北市,"免爬樓梯,近捷運,格局方正"
0d8c47287149025,❤️東區216巷商圈店面❤️大師房屋,138000000,46.18,48.0,1.0,台北市,"免爬樓梯,近商圈"
08e6f5286680114,皇鼎花園漫步雲端,65000000,35.32,14.1,11.0,台北市,"採光佳,景觀宅,邊間,高樓層,格局方正,重劃區"
08ca47287065848,專約❤️內湖瑞光路精美三房✨@21世紀張詩語,23000000,29.82,27.8,3.0,台北市,"採光佳,邊間"
07bfb3286570044,【信義Ｍｅ】邊間面１０１,96800000,28.9,15.9,5.0,台北市,"三面採光,平面車位,景觀宅,邊間,裝潢美宅,近學區"
01c8c4283570501,捷運邊間金店辦,41800000,34.67,23.9,1.0,台北市,"邊間,免爬樓梯,大面寬"
083b5928578439c,安和路超優質電梯鼎家,51800000,25.58,44.0,7.0,台北市,"宜收租,近學區"
0795a628541941c,大同國小⭕中山之外2房車⭕法拍好貸免排隊,12769000,11.14,4.0,1.0,台北市,免爬樓梯
079df928651929a,宏國芝園邊間下疊,39800000,59.65,36.7,3.0,台北市,邊間
053c9f284082109,近大龍市場電梯二房車,29980000,14.86,12.2,3.0,台北市,裝潢美宅
045bae285636430,西門高樓2房露臺戶,24880000,20.77,17.2,13.0,台北市,"有露臺,邊間,高樓層"
0b66cd286187627,⭐雙敦稀有電梯三房⭐中信珮甄,31880000,25.68,47.0,7.0,台北市,近學區
0fe3bd285349679,大同學區漂亮大三房華廈宅,39800000,33.4,43.0,5.0,台北市,近學區
0e5aef286948715,松山民生社區❤️圓環低總價金店面。21世紀阿偉,17200000,18.85,41.2,1.0,台北市,免爬樓梯
087baf287066741,❤捷運忠孝新生花園一樓+車位❤21世紀徐儀婷,72800000,19.31,25.5,1.0,台北市,"平面車位,免爬樓梯,有庭院,近公車站"
0454a8286099254,延平四面採光大三房美寓鼎佳,19500000,25.45,45.2,5.0,台北市,"三面採光,景觀宅,一層一戶,格局方正"
088428286416732,台大成家公寓三樓,27800000,23.98,49.9,3.0,台北市,"廁所開窗,邊間,裝潢美宅,近捷運,近公園,格局方正,近商圈"
01b829286723485,✨南京復興4百米✨全新電梯兩房+車位✨住商,32380000,12.11,0.3,3.0,台北市,"平面車位,近學區"
0bd0d0285002958,大湖庭閣高樓美景大三房,34990000,31.32,31.7,19.0,台北市,"景觀宅,近公園,近學區,次頂樓"
0d4a58286518564,北士科優質住辦G,42800000,36.39,33.5,7.0,台北市,"採光佳,邊間"
00189d28677190f,北投捷運雅寓3房,17880000,24.44,47.5,4.0,台北市,格局方正
097299287030672,【精選】電梯寓所三房車位,29800000,27.49,30.0,2.0,台北市,雙衛浴
0f2902284995287,民權捷運站收租店面,98000000,60.03,47.4,1.0,台北市,"宜收租,免爬樓梯,近捷運"
0714a8286460678,雙捷運市場店面,38000000,22.73,35.0,1.0,台北市,"宜收租,免爬樓梯,近捷運,天然瓦斯"
08004428703989e,⭐正民生東路❤️聯合二村3房⭐頂樓另有頂家,40800000,36.16,54.8,4.0,台北市,
0e63e8286547900,政大二街電梯3房加車位,29800000,30.66,28.3,8.0,台北市,"平面車位,採光佳,景觀宅,邊間,高樓層"
0184d9285410077,政大豪景邊間三房平面車位,38880000,36.22,11.3,4.0,台北市,"三面採光,平面車位,景觀宅,邊間,雙主臥,裝潢美宅,近學區,高樓層"
06657c285668103,近古亭捷運住辦大空間,42280000,35.5,37.9,3.0,台北市,
05a8ae285745338,博愛興雅世貿國座高樓美居,17800000,13.36,33.9,8.0,台北市,"採光佳,近學區,高樓層,格局方正"
03a8e4286455635,556松山捷運高樓魔術家,28000000,12.98,6.0,11.0,台北市,高樓層
0ea762286058123,127 近捷運迦納站｜東園國小｜經典邊間採光公寓,12690000,23.5,55.0,4.0,台北市,"邊間,近捷運,近商圈,近公車站,近學區"
0c36b0273016701,天母標準電梯四房帶車位,37800000,33.61,38.3,4.0,台北市,"採光佳,邊間,近學區,格局方正"
0600a5286417203,【昇陽城中】９樓,28890000,11.0,6.9,9.0,台北市,"採光佳,格局方正"
02e112286770776,民生社區美學三樓,24380000,27.15,49.7,3.0,台北市,"裝潢美宅,無暗房"
0549d028600545b,敦南逸園邊間樹景4房坡平車,51880000,31.82,34.6,6.0,台北市,"平面車位,採光佳,邊間,近學區,格局方正"
016588285879648,圓璽-專任吉利低樓層公寓四房,19750000,32.88,44.0,2.0,台北市,"近學區,格局方正"
07ddf5285512998,專約★15652-伊通公園獨棟頂樓,74800000,35.29,24.1,7.0,台北市,"平面車位,景觀宅,獨棟,近捷運"
075d2728638438c,萬隆捷運羅斯福華廈,35080000,16.58,8.3,5.0,台北市,"平面車位,採光佳,景觀宅,近公車站,格局方正,近商圈"
0076af285409084,北市低總價小資起點,13500000,5.92,8.4,6.0,台北市,"前後陽台,宜收租,裝潢美宅,近商圈"
036e26285349917,文山萬芳社區精緻三房,18800000,26.04,41.4,5.0,台北市,"採光佳,邊間"
0d79b1285683792,大直明水硯,95800000,39.59,16.2,4.0,台北市,"近學區,重劃區"
00a5e8285838334,B5寧夏商圈超值套房,9880000,7.82,33.3,4.0,台北市,"近學區,近商圈"
0cf24b284704172,青年美裝2房,14350000,11.78,45.7,10.0,台北市,"宜收租,裝潢美宅,格局方正"
0f70c2285571046,正八德路四段金店面,56800000,18.48,36.1,1.0,台北市,"免爬樓梯,近捷運,近公園,近商圈"
03283a28569968e,獨家✨✨~【天際Skyline】美景高樓➕雙車⭐⭐,30880000,17.16,4.0,22.0,台北市,"雙車位,高樓層"
099226286673262,424BSO桂林大廈景觀三房,27990000,29.71,45.0,12.0,台北市,"景觀宅,裝潢美宅,近捷運"
091d3128665106e,信義區一樓象山捷運站8米活巷+雙車位,36880000,23.09,53.0,1.0,台北市,"平面車位,雙車位,免爬樓梯,有庭院"
0075af28651926f,綠意環繞官隱美屋,38500000,19.22,9.6,4.0,台北市,"三面採光,雙衛浴,邊間,近公園"
094615286282719,華爾滋高樓層有陽台～來吧,10800000,5.64,36.5,12.0,台北市,"房間皆有窗,景觀宅,裝潢美宅,高樓層"
0e39ad286867279,台北市仁愛美妝漂亮2房~中信房屋黃昭翰,27880000,9.64,6.0,6.0,台北市,裝潢美宅
0f9699285799782,興隆山莊優美透天,55800000,44.39,53.1,2.0,台北市,
01e904287039683,松山☀️民生社區孝親一樓☀️門口好停車,39980000,32.5,51.8,1.0,台北市,"免爬樓梯,孝親房"
040f52285746829,稀有如意巧築景觀平原戶,23500000,24.21,16.7,9.0,台北市,"前後陽台,景觀宅,裝潢美宅,高樓層,格局方正"
017e5d249924490,新北投捷運站旁昇陽明3房+車位,43000000,31.35,12.9,6.0,台北市,"裝潢美宅,格局方正"
04d2d728566713a,【獨家住商沛葳】信義安和國際商辦★價格我來談,31800000,17.91,43.0,4.0,台北市,"近商圈,近捷運,近公車站"
0764b028594233e,【建築年鑑】稀有樓中樓,38800000,28.58,23.6,4.0,台北市,"前後陽台,平面車位,裝潢美宅,近公園,格局方正"
0004cd28692097e,雙捷運永春站及信義線徒步皆5-7分鐘,26200000,21.31,42.0,6.0,台北市,裝潢美宅
0cfd7628694975d,松山❤️民生社區海華大宅❤️21世紀阿偉,74800000,57.4,41.2,8.0,台北市,
0b54c8286949436,南港❤️別墅擁1695坪土地❤️21世紀阿偉,80000000,75.3,31.6,2.0,台北市,
07d2eb28612189d,㊣忠孝詠吉朝南採光美宅,71680000,29.81,0.8,5.0,台北市,"平面車位,景觀宅,近商圈"
00dbc3285320927,中正區都更黑土金透天,42800000,37.64,61.2,2.0,台北市,
090b56286774110,A4晶麒高樓景觀露台戶,49880000,27.33,8.7,20.0,台北市,"有露臺,平面車位,採光佳,景觀宅,邊間,裝潢美宅,高樓層,近商圈"
0010b928545742f,天和公園．樹海景觀．美裝三房,23980000,29.83,38.7,4.0,台北市,"三面採光,景觀宅,格局方正,近商圈"
027f9c28634164c,立功電梯大三房,46880000,29.41,18.5,2.0,台北市,採光佳
0969bd285856888,"中信明湖-明湖國中華廈兩房,可商業登記,住辦均可",13800000,17.36,32.0,0.0,台北市,裝潢美宅
0ca94e287102533,木柵公園庭院橡園朋,16880000,8.75,7.9,1.0,台北市,"免爬樓梯,有庭院"
090df0280436676,專任美裝景觀兩房新婚首選免大整理謝氏兄弟精選,16000000,21.64,47.1,4.0,台北市,"有露臺,採光佳,景觀宅,邊間,一層一戶,裝潢美宅,近捷運,近公園,近商圈"
0ea06b28523510c,中山國小捷運3房,23100000,21.68,48.2,4.0,台北市,"裝潢美宅,格局方正"
0cead3286418021,高ＣＰ值．文湖２房電梯,21000000,17.01,29.0,7.0,台北市,"邊間,裝潢美宅,近捷運,格局方正"
09857d287112581,(廣)專任正興福國中3樓邊間美寓(興福社區),16600000,28.84,41.0,3.0,台北市,"三面採光,邊間,近公園"
08e763286983590,內湖站❤️麗山學區不用60萬❗️,13980000,21.97,44.0,4.0,台北市,近學區
01dcd0285526154,天母A＋挑高精品美屋,25800000,11.22,15.7,2.0,台北市,"採光佳,裝潢美宅"
0b8abf286949718,松山❤️民生撫遠北歐風3房❤️21阿偉,24380000,24.55,49.6,3.0,台北市,"雙衛浴,裝潢美宅,格局方正"
0d19f028694979f,松山❤️民生日月3房+車位❤️21阿偉,45600000,18.47,6.7,10.0,台北市,"景觀宅,次頂樓"
0f936128586638e,北醫庭院三房一樓,27800000,26.61,33.1,1.0,台北市,"免爬樓梯,有庭院,格局方正,近商圈"
0d842f286518744,北士科優質住辦D,39680000,34.37,33.5,6.0,台北市,"採光佳,格局方正"
034bdb286519143,挑高金店面住辦附車位,35880000,21.08,16.1,2.0,台北市,"採光佳,邊間,近捷運"
046881285334435,住商南京建國春蓉*松江南京站新東京宅高樓景觀,19500000,8.44,14.0,9.0,台北市,"景觀宅,宜收租,近學區,高樓層,近商圈"
0f4df028695576c,雙城低總新裝華廈2房-住商亞俊,12800000,8.02,45.0,3.0,台北市,"宜收租,裝潢美宅,近捷運"
0f700f286730575,【主推】絕美時尚東騰兩房,35800000,18.54,7.2,4.0,台北市,"平面車位,裝潢美宅"
0b036428600662b,景美市中心露台+車,25800000,17.6,26.9,7.0,台北市,有露臺
075490286730189,西湖捷運機能美宅,23500000,28.59,44.2,5.0,台北市,"前後陽台,採光佳,景觀宅,裝潢美宅,近捷運,高樓層,格局方正"
01ecec286949069,大安❤️忠孝復興捷運套房+車位❤️21世紀阿偉,29880000,9.7,12.1,2.0,台北市,"邊間,近捷運"
0e3d5c286805502,內湖捷運.麗山學區二房,13980000,21.97,44.5,4.0,台北市,近學區
0a5919286216996,敦化學區2樓美寓,18380000,16.92,54.3,2.0,台北市,近學區
0a3f6328619507c,敦南樹海美裝三房車,86600000,35.0,29.4,7.0,台北市,"採光佳,景觀宅,邊間,近學區"
0138ef286805614,劍潭一樓停車裝潢美居,35800000,30.74,52.4,1.0,台北市,"免爬樓梯,裝潢美宅,孝親房"
093fe4287039952,⭐聯合二村面富錦一號公園頂家⭐,52880000,45.45,54.6,4.0,台北市,
03ce2128640803e,萬大捷運收租透天店面,33880000,25.71,0.0,2.0,台北市,宜收租
0104bb285875244,E11-松江精緻全新兩房,13360000,8.74,47.1,4.0,台北市,裝潢美宅
05f25c28584240a,首都帝景四房車位,52000000,29.89,6.8,11.0,台北市,"平面車位,邊間,高樓層"
00b50828562283e,〔住商小方團隊〕挹翠山莊精美裝潢,23880000,35.89,44.0,5.0,台北市,"景觀宅,邊間,裝潢美宅"
0f0b4c287067424,松山❤️⭐民生時尚3房美寓❤️⭐21世紀徐儀婷,24380000,24.54,49.2,3.0,台北市,裝潢美宅
0b5d7e283943496,龍門金華．森林公園庭院一樓,42660000,22.83,38.6,1.0,台北市,"免爬樓梯,有庭院"
0bde22286949361,大安❤️正忠孝東路人潮金店面❤️21世紀阿偉,188880000,13.33,36.9,1.0,台北市,"邊間,免爬樓梯"
080d2628679960d,捷運SOGO商圈電梯一層一戶,29990000,7.72,2.4,3.0,台北市,"一層一戶,近捷運,近學區,近商圈"
025ed6287039543,專任獨家☘️超大庭院一樓☘️平面車位,49800000,30.81,32.9,1.0,台北市,"平面車位,採光佳,邊間,免爬樓梯,有庭院"
0c053c286949072,信義吳興❤️大庭園一樓+大車位❤️21世紀,34800000,31.66,32.3,1.0,台北市,"平面車位,免爬樓梯,格局方正"
09a005286948943,松山❤️民生公園旁一樓❤️好停車❤️21世紀阿偉,72800000,27.06,43.5,1.0,台北市,"採光佳,邊間,免爬樓梯,近公園"
0e177c285652841,世新華廈金雞母~央北團隊~文文,21680000,25.42,20.0,2.0,台北市,"採光佳,邊間,宜收租"
03d922286384212,新生金華永康美寓,38800000,29.89,58.3,4.0,台北市,"採光佳,近學區,格局方正,近商圈"
09dfbe28706721e,中山⭐晴光商圈電梯收租⭐21世紀徐儀婷,31600000,38.58,47.3,6.0,台北市,"採光佳,邊間,宜收租,近商圈"
0ffb7328634593d,北投全新美裝三房,14980000,22.72,42.5,2.0,台北市,"裝潢美宅,格局方正"
0cd31528507852d,★雙敦學區搶手2房★,18380000,16.92,54.3,2.0,台北市,近學區
07cb52285524247,【外10》阿曼TiT精品兩房,31800000,15.83,12.7,7.0,台北市,
0526c328617834e,長泰庭院一樓,15800000,16.22,48.1,1.0,台北市,"免爬樓梯,有庭院,格局方正,近商圈"
052a6e286949513,獨家專賣❤️寶清街1樓+B1❤️21世紀阿偉,52800000,34.73,35.3,1.0,台北市,免爬樓梯
058352286949587,松山❤️正馬路上❤️聯合二村3房❤️21世紀阿偉,40800000,36.16,54.8,4.0,台北市,
0d4904287073155,✨阿傑稀有案件推薦✨陽光美麗露台兩房車,35880000,15.19,14.0,9.0,台北市,"有露臺,雙衛浴,廁所開窗,三面採光"
09c51728650867a,政治大學【翡翠城堡】113職九136金,32590000,32.53,27.0,8.0,台北市,"近公車站,近學區"
023df5287039792,松山☘️敦化一品4房☘️敦化國中小學區,54000000,33.85,38.9,3.0,台北市,近學區
07ec5b286398639,大橋綻新成屋三房附車位-住商亞俊,35000000,21.15,0.11,2.0,台北市,邊間
045fb5286995320,公館台大商圈｜稀有名人大廈三房,36900000,24.83,41.0,9.0,台北市,近商圈
0ff855287039497,富錦街☀️正面公園綠樹電梯☀️有管理華廈,39600000,27.14,46.0,4.0,台北市,近公園
01940d285941063,龍門頂加採光邊間大戶,52880000,33.25,45.0,7.0,台北市,"採光佳,邊間,裝潢美宅,近公園,近學區,格局方正"
0104d5286570610,文大收租寶,19800000,15.88,29.2,0.0,台北市,"景觀宅,宜收租,裝潢美宅,近公園"
05f689287067306,松山⭐二村綠蔭大空間頂家⭐21世紀徐儀婷,40800000,36.16,54.2,4.0,台北市,"景觀宅,近公園,近公車站"
009569285746412,近未來雙子星長安大宅,69990000,41.39,17.2,13.0,台北市,"廁所開窗,三面採光,雙車位,景觀宅,邊間,一層一戶,裝潢美宅,近捷運"
0b3c30278971805,✪成家超值三房✪ 低總價少負擔~21世紀｜許鴻英,23800000,26.53,44.2,5.0,台北市,
0ca82b28641770d,台大公館面公園電梯兩房,18880000,10.05,42.0,7.0,台北市,"廁所開窗,採光佳,景觀宅,裝潢美宅,近捷運,近公園"
0b6ee5286416746,邊間大空間頂加公寓,27500000,28.51,49.7,4.0,台北市,"景觀宅,邊間,宜收租,裝潢美宅,格局方正"
00c42d285652642,通化面寬收租金店,67800000,32.59,40.5,1.0,台北市,"宜收租,免爬樓梯,近商圈"
0b5f6a285409013,金龍一層一戶美寓,20800000,28.28,40.9,5.0,台北市,"房間皆有窗,一層一戶,裝潢美宅,近公園,近學區"
0880df286925739,博愛學區美妝一樓,42500000,26.45,55.9,1.0,台北市,"免爬樓梯,裝潢美宅,近學區"
0657f2286503926,雙捷運心中山朝南電梯兩房,39800000,14.98,7.0,7.0,台北市,"採光佳,近捷運,高樓層,近商圈"
0dfa8d28697830c,河岸景觀科技廠辦土地,452160000,0.0,0.0,,台北市,景觀宅
0360da285872603,昆陽捷運四樓景觀美寓,24800000,30.06,48.0,4.0,台北市,"採光佳,景觀宅"
0a099f28607984c,西園路未來都更置產透天厝,26880000,34.1,57.4,2.0,台北市,宜收租
0e8b6328637009e,通化街金店面,120000000,16.83,46.5,1.0,台北市,免爬樓梯
